mean,mean_se,mean_ci_lower,mean_ci_upper,date,district,target
277.85172692790894,120.13155133590425,42.39821290261199,513.3052409532058,2023-12-17,West Jaintia Hills,population_density
277.85172692790894,120.34962696636128,41.97079252101034,513.7326613348075,2023-12-18,West Jaintia Hills,population_density
277.85172692790894,120.56730815404993,41.5441452330287,514.1593086227892,2023-12-19,West Jaintia Hills,population_density
277.85172692790894,120.78459703159568,41.11826685879788,514.58518699702,2023-12-20,West Jaintia Hills,population_density
277.85172692790894,121.00149571247567,40.69315325597884,515.0103005998391,2023-12-21,West Jaintia Hills,population_density
277.85172692790894,121.2180062912585,40.26880031929258,515.4346535365253,2023-12-22,West Jaintia Hills,population_density
277.85172692790894,121.43413084384021,39.84520398005762,515.8582498757603,2023-12-23,West Jaintia Hills,population_density
277.85172692790894,121.6498714276765,39.42236020573483,516.281093650083,2023-12-24,West Jaintia Hills,population_density
277.85172692790894,121.86523008201125,39.000264999479725,516.7031888563381,2023-12-25,West Jaintia Hills,population_density
277.85172692790894,122.08020882810145,38.57891439970135,517.1245394561165,2023-12-26,West Jaintia Hills,population_density
277.85172692790894,122.29480966943845,38.15830447962884,517.5451493761891,2023-12-27,West Jaintia Hills,population_density
277.85172692790894,122.50903459196589,37.73843134688417,517.9650225089338,2023-12-28,West Jaintia Hills,population_density
277.85172692790894,122.72288556429405,37.31929114306212,518.3841627127558,2023-12-29,West Jaintia Hills,population_density
277.85172692790894,122.93636453791095,36.90088004331639,518.8025738125015,2023-12-30,West Jaintia Hills,population_density
277.85172692790894,123.14947344739014,36.48319425595258,519.2202595998654,2023-12-31,West Jaintia Hills,population_density
79.75145922234589,7.694537067213943,64.6704436928981,94.83247475179367,2023-12-02,West Jaintia Hills,tribal_population_percent
78.40103386629863,7.697242673577375,63.31471544582218,93.48735228677508,2023-12-03,West Jaintia Hills,tribal_population_percent
78.60941610244033,7.816452769235767,63.289450187879865,93.9293820170008,2023-12-04,West Jaintia Hills,tribal_population_percent
78.5772609328525,7.905253431091694,63.08324891925109,94.0712729464539,2023-12-05,West Jaintia Hills,tribal_population_percent
78.58222275181733,7.997182329060643,62.90803340905832,94.25641209457633,2023-12-06,West Jaintia Hills,tribal_population_percent
78.58145710051599,8.08743265474568,62.730380369821304,94.43253383121068,2023-12-07,West Jaintia Hills,tribal_population_percent
78.58157524709074,8.176783490497,62.55537409633491,94.60777639784658,2023-12-08,West Jaintia Hills,tribal_population_percent
78.58155701605907,8.265153704526437,62.38215342849944,94.7809606036187,2023-12-09,West Jaintia Hills,tribal_population_percent
78.58155982926391,8.352591267803074,62.210781766786134,94.95233789174168,2023-12-10,West Jaintia Hills,tribal_population_percent
78.58155939516223,8.439122597143372,62.0411830436431,95.12193574668136,2023-12-11,West Jaintia Hills,tribal_population_percent
78.58155946214785,8.52477568197524,61.8733061491935,95.2898127751022,2023-12-12,West Jaintia Hills,tribal_population_percent
78.5815594518114,8.609576674155113,61.70709924833124,95.45601965529156,2023-12-13,West Jaintia Hills,tribal_population_percent
78.5815594534064,8.693550518035993,61.542513540276325,95.62060536653647,2023-12-14,West Jaintia Hills,tribal_population_percent
78.58155945316028,8.776720954197005,61.379502480576136,95.78361642574443,2023-12-15,West Jaintia Hills,tribal_population_percent
78.58155945319827,8.859110610357313,61.21802172184128,95.94509718455525,2023-12-16,West Jaintia Hills,tribal_population_percent
78.58155945319241,8.940741071363822,61.058028958221264,96.10508994816357,2023-12-17,West Jaintia Hills,tribal_population_percent
78.58155945319332,9.021632945526568,60.89948379822125,96.2636351081654,2023-12-18,West Jaintia Hills,tribal_population_percent
78.58155945319318,9.101805925334103,60.74234764526508,96.42077126112127,2023-12-19,West Jaintia Hills,tribal_population_percent
78.58155945319321,9.181278843444625,60.58658358802218,96.57653531836424,2023-12-20,West Jaintia Hills,tribal_population_percent
78.58155945319321,9.26006972434445,60.43215629914834,96.73096260723807,2023-12-21,West Jaintia Hills,tribal_population_percent
78.58155945319321,9.338195832084352,60.27903194172583,96.88408696466058,2023-12-22,West Jaintia Hills,tribal_population_percent
78.58155945319321,9.415673714450518,60.127178082689724,97.03594082369669,2023-12-23,West Jaintia Hills,tribal_population_percent
78.58155945319321,9.49251924389049,59.97656361261446,97.18655529377196,2023-12-24,West Jaintia Hills,tribal_population_percent
78.58155945319321,9.568747655480738,59.827158671298875,97.33596023508754,2023-12-25,West Jaintia Hills,tribal_population_percent
78.58155945319321,9.644373582193143,59.6789345786451,97.48418432774132,2023-12-26,West Jaintia Hills,tribal_population_percent
78.58155945319321,9.71941108769157,59.53186377037846,97.63125513600795,2023-12-27,West Jaintia Hills,tribal_population_percent
78.58155945319321,9.793873696866767,59.38591973820019,97.77719916818623,2023-12-28,West Jaintia Hills,tribal_population_percent
78.58155945319321,9.86777442429728,59.24107697400507,97.92204193238135,2023-12-29,West Jaintia Hills,tribal_population_percent
78.58155945319321,9.941125800806084,59.09731091783138,98.06580798855504,2023-12-30,West Jaintia Hills,tribal_population_percent
78.58155945319321,10.013939898266278,58.95459790924261,98.20852099714381,2023-12-31,West Jaintia Hills,tribal_population_percent
3.072305332765522e-18,0.42639703381970967,-0.8357228294013384,0.8357228294013384,2023-12-02,West Jaintia Hills,monsoon_season
3.0723013323429402e-18,0.6030157362759508,-1.181889125211767,1.181889125211767,2023-12-03,West Jaintia Hills,monsoon_season
3.072301332348149e-18,0.7385401315729273,-1.4475120590204105,1.4475120590204105,2023-12-04,West Jaintia Hills,monsoon_season
3.072301332348149e-18,0.8527925150299377,-1.6714426157440105,1.6714426157440105,2023-12-05,West Jaintia Hills,monsoon_season
3.072301332348149e-18,0.9534509014303862,-1.8687294278308062,1.8687294278308062,2023-12-06,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.044453047860815,-2.0470903573502865,2.0470903573502865,2023-12-07,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.1281381639378554,-2.2111101709033396,2.2111101709033396,2023-12-08,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.2060303746922816,-2.3637760986582186,2.3637760986582186,2023-12-09,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.2791883412647782,-2.507163078322497,2.507163078322497,2023-12-10,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.3483828685410775,-2.642781859711318,2.642781859711318,2023-12-11,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.4141958520383215,-2.7717729370810456,2.7717729370810456,2023-12-12,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.477079366747002,-2.8950223611313537,2.8950223611313537,2023-12-13,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.537392924211977,-3.0132347615421917,3.0132347615421917,2023-12-14,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.5954280150368374,-3.126981449398429,3.126981449398429,2023-12-15,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.651424869290672,-3.2367332669834834,3.2367332669834834,2023-12-16,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.7055842537555987,-3.342883709959598,3.342883709959598,2023-12-17,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.7580759922160283,-3.445765626827936,3.445765626827936,2023-12-18,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.8090452570772524,-3.545663550274418,3.545663550274418,2023-12-19,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.8586173059296074,-3.642822980664894,3.642822980664894,2023-12-20,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.9069011085130665,-3.7374574947651156,3.7374574947651156,2023-12-21,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.953992166155149,-3.829754271737497,3.829754271737497,2023-12-22,West Jaintia Hills,monsoon_season
3.072301332348149e-18,1.9999747331261515,-3.919878446917363,3.919878446917363,2023-12-23,West Jaintia Hills,monsoon_season
3.072301332348149e-18,2.044923588032167,-4.007976583679469,4.007976583679469,2023-12-24,West Jaintia Hills,monsoon_season
3.072301332348149e-18,2.088905461871762,-4.094179472377661,4.094179472377661,2023-12-25,West Jaintia Hills,monsoon_season
3.072301332348149e-18,2.1319802007488273,-4.178604409220176,4.178604409220176,2023-12-26,West Jaintia Hills,monsoon_season
3.072301332348149e-18,2.1742017211225684,-4.261357068525233,4.261357068525233,2023-12-27,West Jaintia Hills,monsoon_season
3.072301332348149e-18,2.2156188011207316,-4.342533053666447,4.342533053666447,2023-12-28,West Jaintia Hills,monsoon_season
3.072301332348149e-18,2.2562757410447416,-4.4222191916391145,4.4222191916391145,2023-12-29,West Jaintia Hills,monsoon_season
3.072301332348149e-18,2.2962129185627203,-4.500494621218536,4.500494621218536,2023-12-30,West Jaintia Hills,monsoon_season
3.072301332348149e-18,2.33546725841354,-4.577431713563038,4.577431713563038,2023-12-31,West Jaintia Hills,monsoon_season
1.1221185678273062,0.5940307846646856,-0.042160375823545815,2.2863975114781585,2023-12-02,West Jaintia Hills,outbreak_risk_score
1.1255439032047718,0.7164826624200457,-0.27873631068588733,2.5298241170954308,2023-12-03,West Jaintia Hills,outbreak_risk_score
1.1248877520455802,0.8395730446090078,-0.5206451777787153,2.770420681869876,2023-12-04,West Jaintia Hills,outbreak_risk_score
1.125013443195866,0.9435336930487801,-0.7242786133798134,2.9743054997715452,2023-12-05,West Jaintia Hills,outbreak_risk_score
1.12498936602243,1.0376904398400537,-0.9088465231656029,3.1588252552104628,2023-12-06,West Jaintia Hills,outbreak_risk_score
1.124993978202996,1.123887069029698,-1.0777841997854936,3.327772156191486,2023-12-07,West Jaintia Hills,outbreak_risk_score
1.1249930947018811,1.203945976557341,-1.2346976586824117,3.484683848086174,2023-12-08,West Jaintia Hills,outbreak_risk_score
1.124993263943785,1.2790001693298099,-1.3818010041632731,3.631787532050843,2023-12-09,West Jaintia Hills,outbreak_risk_score
1.1249932315241065,1.349888340760127,-1.5207392995162743,3.770725762564487,2023-12-10,West Jaintia Hills,outbreak_risk_score
1.1249932377343626,1.417235100150457,-1.6527365161865497,3.902722991655275,2023-12-11,West Jaintia Hills,outbreak_risk_score
1.124993236544737,1.481523602133927,-1.7787396658838084,4.0287261389732825,2023-12-12,West Jaintia Hills,outbreak_risk_score
1.1249932367726196,1.5431361013048503,-1.8994979450284393,4.149484418573678,2023-12-13,West Jaintia Hills,outbreak_risk_score
1.1249932367289668,1.60238131315526,-2.015616426555341,4.265602900013274,2023-12-14,West Jaintia Hills,outbreak_risk_score
1.1249932367373288,1.6595127953529936,-2.1275920740379277,4.377578547512585,2023-12-15,West Jaintia Hills,outbreak_risk_score
1.124993236735727,1.7147418357319968,-2.2358390040830844,4.485825477554538,2023-12-16,West Jaintia Hills,outbreak_risk_score
1.1249932367360338,1.7682467046381876,-2.3407066201364484,4.590693093608516,2023-12-17,West Jaintia Hills,outbreak_risk_score
1.124993236735975,1.8201794564605287,-2.4424929433263527,4.692479416798303,2023-12-18,West Jaintia Hills,outbreak_risk_score
1.1249932367359863,1.8706710290635105,-2.541454607150975,4.791441080622947,2023-12-19,West Jaintia Hills,outbreak_risk_score
1.124993236735984,1.919835134649386,-2.6378144834314177,4.887800956903385,2023-12-20,West Jaintia Hills,outbreak_risk_score
1.1249932367359845,1.9677712746889306,-2.7317675914667934,4.981754064938762,2023-12-21,West Jaintia Hills,outbreak_risk_score
1.1249932367359845,2.0145671085242047,-2.8234857404104514,5.07347221388242,2023-12-22,West Jaintia Hills,outbreak_risk_score
1.1249932367359845,2.060300337330519,-2.9131212217675566,5.163107695239526,2023-12-23,West Jaintia Hills,outbreak_risk_score
1.1249932367359845,2.105040219392714,-3.0008097792820285,5.2507962527539975,2023-12-24,West Jaintia Hills,outbreak_risk_score
1.1249932367359845,2.148848801223018,-3.0866730218832004,5.336659495355169,2023-12-25,West Jaintia Hills,outbreak_risk_score
1.1249932367359845,2.191781927057132,-3.17082040226179,5.420806875733759,2023-12-26,West Jaintia Hills,outbreak_risk_score
1.1249932367359845,2.2338900736229057,-3.2533508529864408,5.50333732645841,2023-12-27,West Jaintia Hills,outbreak_risk_score
1.1249932367359845,2.275219045781664,-3.334354149935666,5.584340623407635,2023-12-28,West Jaintia Hills,outbreak_risk_score
1.1249932367359845,2.315810560374985,-3.413912056616507,5.663898530088476,2023-12-29,West Jaintia Hills,outbreak_risk_score
1.1249932367359845,2.3557027394815706,-3.492099290930235,5.742085764402204,2023-12-30,West Jaintia Hills,outbreak_risk_score
1.1249932367359845,2.39493052969343,-3.5689843469385725,5.8189708204105415,2023-12-31,West Jaintia Hills,outbreak_risk_score
1.0,1.0026680543470473e-06,0.999998034806725,1.000001965193275,2023-12-02,West Jaintia Hills,disease_outbreak
1.0,1.4179867610158371e-06,0.9999972207970178,1.0000027792029822,2023-12-03,West Jaintia Hills,disease_outbreak
1.0,1.7366720132553172e-06,0.999996596185401,1.0000034038145988,2023-12-04,West Jaintia Hills,disease_outbreak
1.0,2.0053361086940933e-06,0.9999960696134501,1.00000393038655,2023-12-05,West Jaintia Hills,disease_outbreak
1.0,2.2420339283874495e-06,0.9999956056942483,1.0000043943057517,2023-12-06,West Jaintia Hills,disease_outbreak
1.0,2.4560251145394568e-06,0.9999951862792303,1.0000048137207695,2023-12-07,West Jaintia Hills,disease_outbreak
1.0,2.6528103193512808e-06,0.9999948005873163,1.0000051994126837,2023-12-08,West Jaintia Hills,disease_outbreak
1.0,2.8359735220316734e-06,0.9999944415940357,1.0000055584059644,2023-12-09,West Jaintia Hills,disease_outbreak
1.0,3.0080041630411398e-06,0.9999941044201751,1.000005895579825,2023-12-10,West Jaintia Hills,disease_outbreak
1.0,3.1707147888261598e-06,0.9999937855132086,1.0000062144867914,2023-12-11,West Jaintia Hills,disease_outbreak
1.0,3.32547372554483e-06,0.9999934821912664,1.0000065178087336,2023-12-12,West Jaintia Hills,disease_outbreak
1.0,3.473344026510634e-06,0.9999931923708021,1.000006807629198,2023-12-13,West Jaintia Hills,disease_outbreak
1.0,3.6151710822179903e-06,0.9999929143948809,1.000007085605119,2023-12-14,West Jaintia Hills,disease_outbreak
1.0,3.7516403320298825e-06,0.9999926469200663,1.0000073530799338,2023-12-15,West Jaintia Hills,disease_outbreak
1.0,3.883316676260305e-06,0.999992388839174,1.000007611160826,2023-12-16,West Jaintia Hills,disease_outbreak
1.0,4.010672217388186e-06,0.9999921392269001,1.0000078607730998,2023-12-17,West Jaintia Hills,disease_outbreak
1.0,4.134106295505422e-06,0.9999918973005526,1.0000081026994474,2023-12-18,West Jaintia Hills,disease_outbreak
1.0,4.25396028304751e-06,0.9999916623910535,1.0000083376089464,2023-12-19,West Jaintia Hills,disease_outbreak
1.0,4.370528722815324e-06,0.9999914339211099,1.0000085660788902,2023-12-20,West Jaintia Hills,disease_outbreak
1.0,4.484067856774899e-06,0.9999912113884964,1.0000087886115034,2023-12-21,West Jaintia Hills,disease_outbreak
1.0,4.594802255959437e-06,0.9999909943530623,1.0000090056469377,2023-12-22,West Jaintia Hills,disease_outbreak
1.0,4.702930043980882e-06,0.999990782426492,1.000009217573508,2023-12-23,West Jaintia Hills,disease_outbreak
1.0,4.808627062456197e-06,0.9999905752641425,1.0000094247358575,2023-12-24,West Jaintia Hills,disease_outbreak
1.0,4.9120502290789135e-06,0.9999903725584608,1.0000096274415393,2023-12-25,West Jaintia Hills,disease_outbreak
1.0,5.013340271735232e-06,0.9999901740336251,1.0000098259663748,2023-12-26,West Jaintia Hills,disease_outbreak
1.0,5.112623974771701e-06,0.999989979441143,1.0000100205588571,2023-12-27,West Jaintia Hills,disease_outbreak
1.0,5.21001603976595e-06,0.9999897885562031,1.0000102114437968,2023-12-28,West Jaintia Hills,disease_outbreak
1.0,5.305620638702561e-06,0.9999896011746325,1.0000103988253675,2023-12-29,West Jaintia Hills,disease_outbreak
1.0,5.399532719507741e-06,0.9999894171103364,1.0000105828896635,2023-12-30,West Jaintia Hills,disease_outbreak
1.0,5.491839110556932e-06,0.9999892361931344,1.0000107638068656,2023-12-31,West Jaintia Hills,disease_outbreak
0.0,1732.0611998425459,-3394.777570710623,3394.777570710623,2023-12-02,East Jaintia Hills,state
0.0,1732.0614885159246,-3394.7781365000487,3394.7781365000487,2023-12-03,East Jaintia Hills,state
0.0,1732.0617771892548,-3394.778702289379,3394.778702289379,2023-12-04,East Jaintia Hills,state
0.0,1732.062065862537,-3394.7792680786156,3394.7792680786156,2023-12-05,East Jaintia Hills,state
0.0,1732.0623545357714,-3394.7798338677585,3394.7798338677585,2023-12-06,East Jaintia Hills,state
0.0,1732.0626432089573,-3394.780399656806,3394.780399656806,2023-12-07,East Jaintia Hills,state
0.0,1732.0629318820954,-3394.78096544576,3394.78096544576,2023-12-08,East Jaintia Hills,state
0.0,1732.0632205551851,-3394.7815312346193,3394.7815312346193,2023-12-09,East Jaintia Hills,state
0.0,1732.0635092282268,-3394.7820970233843,3394.7820970233843,2023-12-10,East Jaintia Hills,state
0.0,1732.0637979012206,-3394.782662812055,3394.782662812055,2023-12-11,East Jaintia Hills,state
0.0,1732.064086574166,-3394.7832286006314,3394.7832286006314,2023-12-12,East Jaintia Hills,state
0.0,1732.0643752470635,-3394.783794389114,3394.783794389114,2023-12-13,East Jaintia Hills,state
0.0,1732.0646639199126,-3394.7843601775016,3394.7843601775016,2023-12-14,East Jaintia Hills,state
0.0,1732.0649525927138,-3394.784925965795,3394.784925965795,2023-12-15,East Jaintia Hills,state
0.0,1732.065241265467,-3394.785491753995,3394.785491753995,2023-12-16,East Jaintia Hills,state
0.0,1732.0655299381717,-3394.786057542099,3394.786057542099,2023-12-17,East Jaintia Hills,state
0.0,1732.0658186108287,-3394.78662333011,3394.78662333011,2023-12-18,East Jaintia Hills,state
0.0,1732.0661072834373,-3394.7871891180266,3394.7871891180266,2023-12-19,East Jaintia Hills,state
0.0,1732.066395955998,-3394.7877549058485,3394.7877549058485,2023-12-20,East Jaintia Hills,state
0.0,1732.0666846285105,-3394.7883206935767,3394.7883206935767,2023-12-21,East Jaintia Hills,state
0.0,1732.066973300975,-3394.7888864812103,3394.7888864812103,2023-12-22,East Jaintia Hills,state
0.0,1732.0672619733912,-3394.7894522687493,3394.7894522687493,2023-12-23,East Jaintia Hills,state
0.0,1732.0675506457594,-3394.7900180561946,3394.7900180561946,2023-12-24,East Jaintia Hills,state
0.0,1732.0678393180795,-3394.790583843545,3394.790583843545,2023-12-25,East Jaintia Hills,state
0.0,1732.0681279903513,-3394.791149630801,3394.791149630801,2023-12-26,East Jaintia Hills,state
0.0,1732.0684166625751,-3394.791715417963,3394.791715417963,2023-12-27,East Jaintia Hills,state
0.0,1732.0687053347508,-3394.792281205031,3394.792281205031,2023-12-28,East Jaintia Hills,state
0.0,1732.0689940068785,-3394.7928469920043,3394.7928469920043,2023-12-29,East Jaintia Hills,state
0.0,1732.069282678958,-3394.7934127788835,3394.7934127788835,2023-12-30,East Jaintia Hills,state
0.0,1732.0695713509895,-3394.7939785656686,3394.7939785656686,2023-12-31,East Jaintia Hills,state
25.3947,1.0026680543470473e-06,25.394698034806726,25.394701965193274,2023-12-02,East Jaintia Hills,coordinates_lat
25.3947,1.4179867610158371e-06,25.394697220797017,25.394702779202984,2023-12-03,East Jaintia Hills,coordinates_lat
25.3947,1.7366720132553172e-06,25.3946965961854,25.3947034038146,2023-12-04,East Jaintia Hills,coordinates_lat
25.3947,2.0053361086940933e-06,25.39469606961345,25.39470393038655,2023-12-05,East Jaintia Hills,coordinates_lat
25.3947,2.2420339283874495e-06,25.39469560569425,25.39470439430575,2023-12-06,East Jaintia Hills,coordinates_lat
25.3947,2.4560251145394568e-06,25.39469518627923,25.39470481372077,2023-12-07,East Jaintia Hills,coordinates_lat
25.3947,2.6528103193512808e-06,25.394694800587317,25.394705199412684,2023-12-08,East Jaintia Hills,coordinates_lat
25.3947,2.8359735220316734e-06,25.394694441594037,25.394705558405963,2023-12-09,East Jaintia Hills,coordinates_lat
25.3947,3.0080041630411398e-06,25.394694104420175,25.394705895579825,2023-12-10,East Jaintia Hills,coordinates_lat
25.3947,3.1707147888261598e-06,25.39469378551321,25.394706214486792,2023-12-11,East Jaintia Hills,coordinates_lat
25.3947,3.32547372554483e-06,25.39469348219127,25.394706517808732,2023-12-12,East Jaintia Hills,coordinates_lat
25.3947,3.473344026510634e-06,25.394693192370802,25.3947068076292,2023-12-13,East Jaintia Hills,coordinates_lat
25.3947,3.6151710822179903e-06,25.39469291439488,25.39470708560512,2023-12-14,East Jaintia Hills,coordinates_lat
25.3947,3.7516403320298825e-06,25.394692646920067,25.394707353079934,2023-12-15,East Jaintia Hills,coordinates_lat
25.3947,3.883316676260305e-06,25.394692388839175,25.394707611160825,2023-12-16,East Jaintia Hills,coordinates_lat
25.3947,4.010672217388186e-06,25.3946921392269,25.3947078607731,2023-12-17,East Jaintia Hills,coordinates_lat
25.3947,4.134106295505422e-06,25.394691897300554,25.394708102699447,2023-12-18,East Jaintia Hills,coordinates_lat
25.3947,4.25396028304751e-06,25.394691662391054,25.394708337608947,2023-12-19,East Jaintia Hills,coordinates_lat
25.3947,4.370528722815324e-06,25.39469143392111,25.39470856607889,2023-12-20,East Jaintia Hills,coordinates_lat
25.3947,4.484067856774899e-06,25.394691211388498,25.394708788611503,2023-12-21,East Jaintia Hills,coordinates_lat
25.3947,4.594802255959437e-06,25.394690994353063,25.394709005646938,2023-12-22,East Jaintia Hills,coordinates_lat
25.3947,4.702930043980882e-06,25.394690782426494,25.394709217573507,2023-12-23,East Jaintia Hills,coordinates_lat
25.3947,4.808627062456197e-06,25.394690575264143,25.394709424735858,2023-12-24,East Jaintia Hills,coordinates_lat
25.3947,4.9120502290789135e-06,25.39469037255846,25.39470962744154,2023-12-25,East Jaintia Hills,coordinates_lat
25.3947,5.013340271735232e-06,25.394690174033624,25.394709825966377,2023-12-26,East Jaintia Hills,coordinates_lat
25.3947,5.112623974771701e-06,25.394689979441143,25.394710020558858,2023-12-27,East Jaintia Hills,coordinates_lat
25.3947,5.21001603976595e-06,25.394689788556203,25.394710211443797,2023-12-28,East Jaintia Hills,coordinates_lat
25.3947,5.305620638702561e-06,25.394689601174633,25.394710398825367,2023-12-29,East Jaintia Hills,coordinates_lat
25.3947,5.399532719507741e-06,25.394689417110335,25.394710582889665,2023-12-30,East Jaintia Hills,coordinates_lat
25.3947,5.491839110556932e-06,25.394689236193134,25.394710763806867,2023-12-31,East Jaintia Hills,coordinates_lat
92.2622,1.0026680543470473e-06,92.26219803480673,92.26220196519328,2023-12-02,East Jaintia Hills,coordinates_lon
92.2622,1.4179867610158371e-06,92.26219722079702,92.262202779203,2023-12-03,East Jaintia Hills,coordinates_lon
92.2622,1.7366720132553172e-06,92.2621965961854,92.26220340381461,2023-12-04,East Jaintia Hills,coordinates_lon
92.2622,2.0053361086940933e-06,92.26219606961345,92.26220393038656,2023-12-05,East Jaintia Hills,coordinates_lon
92.2622,2.2420339283874495e-06,92.26219560569426,92.26220439430575,2023-12-06,East Jaintia Hills,coordinates_lon
92.2622,2.4560251145394568e-06,92.26219518627924,92.26220481372077,2023-12-07,East Jaintia Hills,coordinates_lon
92.2622,2.6528103193512808e-06,92.26219480058732,92.26220519941269,2023-12-08,East Jaintia Hills,coordinates_lon
92.2622,2.8359735220316734e-06,92.26219444159405,92.26220555840597,2023-12-09,East Jaintia Hills,coordinates_lon
92.2622,3.0080041630411398e-06,92.26219410442019,92.26220589557983,2023-12-10,East Jaintia Hills,coordinates_lon
92.2622,3.1707147888261598e-06,92.26219378551322,92.2622062144868,2023-12-11,East Jaintia Hills,coordinates_lon
92.2622,3.32547372554483e-06,92.26219348219128,92.26220651780874,2023-12-12,East Jaintia Hills,coordinates_lon
92.2622,3.473344026510634e-06,92.26219319237082,92.2622068076292,2023-12-13,East Jaintia Hills,coordinates_lon
92.2622,3.6151710822179903e-06,92.26219291439489,92.26220708560513,2023-12-14,East Jaintia Hills,coordinates_lon
92.2622,3.7516403320298825e-06,92.26219264692007,92.26220735307994,2023-12-15,East Jaintia Hills,coordinates_lon
92.2622,3.883316676260305e-06,92.26219238883918,92.26220761116083,2023-12-16,East Jaintia Hills,coordinates_lon
92.2622,4.010672217388186e-06,92.26219213922691,92.2622078607731,2023-12-17,East Jaintia Hills,coordinates_lon
92.2622,4.134106295505422e-06,92.26219189730055,92.26220810269946,2023-12-18,East Jaintia Hills,coordinates_lon
92.2622,4.25396028304751e-06,92.26219166239106,92.26220833760895,2023-12-19,East Jaintia Hills,coordinates_lon
92.2622,4.370528722815324e-06,92.26219143392112,92.2622085660789,2023-12-20,East Jaintia Hills,coordinates_lon
92.2622,4.484067856774899e-06,92.2621912113885,92.26220878861152,2023-12-21,East Jaintia Hills,coordinates_lon
92.2622,4.594802255959437e-06,92.26219099435306,92.26220900564695,2023-12-22,East Jaintia Hills,coordinates_lon
92.2622,4.702930043980882e-06,92.2621907824265,92.26220921757351,2023-12-23,East Jaintia Hills,coordinates_lon
92.2622,4.808627062456197e-06,92.26219057526416,92.26220942473586,2023-12-24,East Jaintia Hills,coordinates_lon
92.2622,4.9120502290789135e-06,92.26219037255846,92.26220962744155,2023-12-25,East Jaintia Hills,coordinates_lon
92.2622,5.013340271735232e-06,92.26219017403363,92.26220982596638,2023-12-26,East Jaintia Hills,coordinates_lon
92.2622,5.112623974771701e-06,92.26218997944115,92.26221002055887,2023-12-27,East Jaintia Hills,coordinates_lon
92.2622,5.21001603976595e-06,92.26218978855621,92.2622102114438,2023-12-28,East Jaintia Hills,coordinates_lon
92.2622,5.305620638702561e-06,92.26218960117464,92.26221039882537,2023-12-29,East Jaintia Hills,coordinates_lon
92.2622,5.399532719507741e-06,92.26218941711035,92.26221058288967,2023-12-30,East Jaintia Hills,coordinates_lon
92.2622,5.491839110556932e-06,92.26218923619314,92.26221076380688,2023-12-31,East Jaintia Hills,coordinates_lon
80.88884732080571,113.32849055628611,-141.23091259180273,303.0086072334141,2023-12-02,East Jaintia Hills,rainfall_mm
106.7505736306568,132.8900413661577,-153.70912135105027,367.21026861236385,2023-12-03,East Jaintia Hills,rainfall_mm
121.88595345040576,139.83469481370898,-152.18501217361373,395.9569190744253,2023-12-04,East Jaintia Hills,rainfall_mm
130.74382007320753,142.63740448979604,-148.82035557506453,410.3079957214796,2023-12-05,East Jaintia Hills,rainfall_mm
135.92781955268984,143.87587950468026,-146.06372252050798,417.91936162588763,2023-12-06,East Jaintia Hills,rainfall_mm
138.9617160593379,144.46721870457463,-144.18882954829962,422.1122616669754,2023-12-07,East Jaintia Hills,rainfall_mm
140.73728105495215,144.76822509698093,-143.00322624091805,424.4777883508224,2023-12-08,East Jaintia Hills,rainfall_mm
141.77641704615766,144.92905869574756,-142.27931831079908,425.8321524031144,2023-12-09,East Jaintia Hills,rainfall_mm
142.38456352960705,145.0179548897466,-141.8454051659505,426.61453222516457,2023-12-10,East Jaintia Hills,rainfall_mm
142.7404766617302,145.0681929009415,-141.5879567264243,427.0689100498847,2023-12-11,East Jaintia Hills,rainfall_mm
142.9487721317611,145.09698268024962,-141.43608818696018,427.33363245048236,2023-12-12,East Jaintia Hills,rainfall_mm
143.07067548097604,145.11362232896553,-141.34679794994383,427.4881489118959,2023-12-13,East Jaintia Hills,rainfall_mm
143.14201849456924,145.12328888135977,-141.29440103089797,427.57843802003646,2023-12-14,East Jaintia Hills,rainfall_mm
143.18377145395337,145.12892161523436,-141.26368802704255,427.63123093494926,2023-12-15,East Jaintia Hills,rainfall_mm
143.20820705779923,145.13220972659184,-141.2456970030345,427.662111118633,2023-12-16,East Jaintia Hills,rainfall_mm
143.22250781022777,145.13413119232797,-141.23516225424632,427.6801778747018,2023-12-17,East Jaintia Hills,rainfall_mm
143.23087721747928,145.1352547319132,-141.22899494411703,427.69074937907556,2023-12-18,East Jaintia Hills,rainfall_mm
